Name;Sex;PeoplesCount;Origin
Airavata;Male;42;Indian
Airdsgainne;Male;0;Gaelic
Airell;Male;184;Celtic
Airic;Female;419;Celtic
Airlea;Female;16;Greek
Airleas;Female;6;Gaelic
Airleas;Female;6;Irish
Airleas;Male;6;Gaelic
Airleas;Male;6;Irish
Airrin;Female;58;Irish
Aisford;Male;5;English
Aisha;Female;83000;Arabic
Aisha;Female;83000;Arabic
Aisha;Female;83000;African
Aishah;Female;11000;Arabic
A'ishah;Female;159;Arabic
Aisley;Female;340;Anglo-Saxon
Aisley;Female;340;English
Aisley;Male;340;English
Aislin;Female;744;Irish
Aisling;Female;13000;Irish
Aislinn;Female;4000;Gaelic
Aislinn;Female;4000;Irish
Aisly;Female;140;Anglo-Saxon
Aislynn;Female;600;Celtic
Aiston;Male;219;English
Aitan;Male;713;Hebrew
Aitana;Female;5000;Basque
Aithne;Female;112;Celtic
Aithne;Female;112;Gaelic
Aithne;Female;112;Irish
Ai-Wahed;Male;0;Arabian
Aiya;Female;4000;Hebrew
Aiyana;Female;2000;Native American
Aiyanna;Female;715;Native American
Aja;Male;82000;Indian
Aja;Female;82000;African
Ajanae;Female;230;American
Ajani;Male;4000;African
Ajax;Male;21000;Greek
Ajay;Male;131000;Indian
Ajmal;Male;0;Arabic
Akando;Male;69;Native American
Akansha;Female;4000;Indian
Akasma;Female;159;Turkish
Akecheta;Male;54;Native American
Akecheta;Male;54;Native
Akeila;Female;267;Russian
Akela;Female;3000;Hawaiian
Akello;Male;970;African
Akeno;Male;853;Japanese
Akhenaten;Male;141;Egyptian
Akhil;Male;36000;Unknown
Aki;Female;72000;Japanese
Akia;Male;2000;African
Akiba;Male;4000;Hebrew
Akibe;Female;271;Hebrew
Akiha;Female;563;Hebrew
Akiiki;Male;240;Egyptian
Akiko;Female;14000;Japanese
Akil;Male;22000;Basque
Akil;Male;22000;Greek
Akil;Male;22000;Arabic
Akil;Male;22000;Egyptian
Akila;Female;7000;Egyptian
Akilah;Female;4000;African
Akilah;Female;4000;Arabic
Akilah;Female;4000;Arabic
Akili;Female;2000;African
Akilina;Female;744;Greek
Akim;Female;17000;African
Akim;Male;17000;Hebrew
Akin;Male;301000;African
Akina;Female;5000;Japanese
Akins;Male;10000;Egyptian
Akinsanya;Male;1000;African
Akintunde;Male;3000;African
Akinwole;Male;293;African
Akinyemi;Male;4000;African
Akir;Male;3000;Scottish
Akira;Female;60000;Scottish
Akira;Female;60000;Scottish
Akiva;Female;4000;Hebrew
Akiva;Female;4000;Hebrew
Akiva;Male;4000;Hebrew
Akker;Male;4000;English
Akosua;Female;3000;African
Akpenamawu;Female;0;African
Akram;Male;63000;Arabic
Aksel;Male;14000;German
Aksel;Male;14000;Hebrew
Akshamala;Female;2;Indian
Akshat;Male;7000;Unknown
Akshobhya;Male;37;Indian
Akua;Female;6000;African
Akua;Female;6000;African
Akub;Male;249;Hebrew
Akule;Male;79;Native American
Al;Male;3000000;English
Ala';Male;109000;Arabic
Alacoque;Female;218;French
Aladdin;Male;13000;Arabic
Alafin;Male;53;African
Alahhaois;Male;0;Irish
Al-Ahmar;Male;363;Arabian
Alaia;Female;1000;Arabic
Alain;Male;159000;Arthurian Legend
Alain;Male;159000;Arthurian
Alain;Male;159000;French
Alaina;Female;18000;Irish
Alaine;Female;4000;Irish
Alaine;Female;4000;French
Alaine;Female;4000;French
Alair;Female;1000;French
Alala;Female;1000;Greek
Al'alim;Male;73;Arabic
Alamea;Female;124;Hawaiian
Alameda;Female;31000;Native American
Alameda;Female;31000;Spanish
Alan;Male;776000;Celtic
Alan;Male;776000;English
Alan;Male;776000;Celtic
Alana;Female;88000;Irish
Alana;Female;88000;Hawaiian
Alana;Female;88000;Hawaiian
Alandra;Female;847;Spanish
Alane;Female;4000;Celtic
Alani;Female;7000;Irish
Alani;Female;7000;Hawaiian
Alanna;Female;23000;Gaelic
Alanna;Female;23000;Irish
Alanna;Female;23000;Celtic
Alannah;Female;6000;Irish
Alano;Male;4000;Spanish
Alanson;Male;947;Celtic
Alanza;Female;383;Spanish
Alanzo;Male;431;Spanish
Alaqua;Female;135;Native American
Alaric;Male;3000;German
Alarica;Female;83;German
Alarice;Female;337;German
Alarice;Female;337;English
Alarice;Female;337;German
Alarick;Male;148;German
Alarico;Male;544;Spanish
Alarik;Male;327;German
Alasdair;Male;5000;Scottish
Al-Asfan;Male;2;Arabian
Al-Ashab;Male;29;Arabian
Alastair;Male;15000;Greek
Alastair;Male;15000;Scottish
Alastair;Female;15000;Scottish
Alastrina;Female;34;Celtic
Alastrina;Female;34;Irish
Alastrine;Female;6;Celtic
Alastriona;Female;36;Celtic
Alastriona;Female;36;Irish
Alaula;Female;54;Hawaiian
Alawa;Female;602;Native
Alawa;Female;602;Native American
Alayla;Female;140;Greek
Alayna;Female;8000;Irish
Alayne;Female;2000;Irish
Alaysha;Female;432;Unknown
Alayziah;Female;13;American
Alazne;Female;1000;Basque
Alazne;Female;1000;Spanish
Alba;Male;215000;Spanish
Albaric;Male;41;French
Alberga;Female;508;German
Alberga;Female;508;Latin
Albern;Male;439;English
Albert;Male;586000;German
Albert;Male;586000;English
Albert;Male;586000;English
Alberta;Female;386000;English
Alberta;Female;386000;English
Alberta;Female;386000;German
Alberteen;Female;51;English
Albertina;Female;6000;French
Albertina;Female;6000;English
Albertina;Female;6000;German
Albertine;Female;2000;French
Albertine;Female;2000;Spanish
Albertine;Female;2000;English
Albertine;Female;2000;German
Alberto;Male;582000;Spanish
Albertyna;Female;43;English
Albertyne;Female;30;German
Albertyne;Female;30;English
Albin;Male;16000;English
Albinia;Female;129;Latin
Albinia;Female;129;Italian
Albinus;Male;411;Anglo
Albinus;Male;411;Anglo-Saxon
Albion;Male;23000;Arthurian
Albion;Male;23000;Arthurian Legend
Albion;Male;23000;Celtic
Albiona;Female;295;Arthurian
Albiona;Female;295;Arthurian Legend
Alborz;Male;6000;Arabic
Albracca;Female;3;French
Albrecht;Male;26000;German
Albrecht;Male;26000;German
Albreda;Female;49;German
Alburn;Male;150;English
Alburt;Male;86;English
Alcestis;Female;70;Greek
Alchfrith;Male;1;Anglo
Alcides;Male;15000;Greek
Alcina;Female;3000;Greek
Alcinous;Male;10;Greek
Alcippe;Female;9;Greek
Alcmaeon;Male;84;Greek
Alcmene;Female;43;Greek
Alcott;Male;2000;English
Alcyone;Female;592;Greek
Alcyoneus;Male;31;Greek
Ald;Male;12000;German
Alda;Female;17000;German
Alda;Female;17000;German
Alda;Female;17000;Spanish
Aldan;Male;5000;English
Aldara;Female;890;Greek
Alden;Male;22000;Anglo
Alden;Male;22000;Anglo-Saxon
Alden;Male;22000;English
Alden;Male;22000;English
Aldene;Female;225;Spanish
Alder;Male;9000;English
Aldercy;Female;78;English
Aldfrith;Male;4;Anglo
Aldfrith;Male;4;Anglo-Saxon
Aldhelm;Male;36;Anglo
Aldhelm;Male;36;Anglo-Saxon
Aldin;Male;7000;Anglo-Saxon
Aldis;Female;3000;English
Aldis;Female;3000;English
Aldis;Male;3000;English
Aldn'd;Male;1;English
Aldo;Male;134000;English
Aldo;Male;134000;German
Aldo;Male;134000;German
Aldo;Male;134000;Italian
Aldona;Female;4000;German
Aldona;Female;4000;Spanish
Aldonsa;Female;107;Spanish
Aldonza;Female;544;Spanish
Aldora;Female;907;English
Aldous;Male;3000;English
Aldous;Male;3000;English
Aldred;Male;3000;Anglo
Aldred;Male;3000;Anglo-Saxon
Aldred;Male;3000;English
Aldric;Male;1000;English
Aldrich;Male;21000;French
Aldrich;Male;21000;English
Aldrick;Male;588;French
Aldrik;Male;153;German
Aldrik;Male;153;English
Aldrin;Male;14000;English
Aldtun;Male;0;English
Aldus;Male;1000;English
Aldwin;Male;3000;English
Aldwine;Male;8;English
Aldwyn;Male;258;Anglo-Saxon
Aldwyn;Male;258;English
Aldys;Female;213;English
Aleaha;Female;246;Unknown
Alec;Male;62000;Scottish
Alecia;Female;12000;English
Aleck;Male;3000;Scottish
Aleda;Female;1000;German
Aleda;Female;1000;English
Aleece;Female;835;Spanish
Aleen;Female;3000;Celtic
Aleena;Female;6000;Celtic
Aleeyah;Male;383;Hebrew
Aleeza;Female;1000;Hebrew
Aleeza;Female;1000;Hebrew
Aleezah;Female;53;Hebrew
Alegria;Female;31000;Spanish
Aleiah;Female;131;African
Aleigha;Female;1000;Hebrew
Alejandra;Female;324000;Spanish
Alejandrina;Female;4000;Spanish
Alejandro;Male;604000;Spanish
Aleka;Female;4000;Hawaiian
Aleksander;Male;45000;Ukrainian
Aleksandra;Female;183000;Ukrainian
Aleksandrya;Female;32;Greek
Aleksei;Male;65000;Russian
Alemannus;Male;1;German
Alena;Female;342000;Celtic
Alene;Female;14000;Celtic
Aler;Male;2000;English
Aleris;Female;3000;Greek
Aleron;Male;583;French
Alesandese;Female;0;Basque
Alese;Female;1000;German
Alesea;Female;637;English
Aleshanee;Female;55;Indian
Alesia;Female;12000;Greek
Alessandra;Female;189000;Italian
Alessandra;Female;189000;Italian
Alessandro;Male;387000;Italian
Alessia;Female;76000;Italian
Aleta;Female;5000;Greek
Aleta;Female;5000;English
Aleta;Female;5000;Spanish
Aletea;Female;258;Spanish
Alethea;Female;4000;Greek
Aletia;Female;426;Spanish
Aletta;Female;4000;Italian
Alex;Male;2000000;English
Alexa;Female;134000;Hungarian
Alexa;Female;134000;English
Alexander;Male;2000000;Greek
Alexander;Male;2000000;Greek
Alexandra;Female;669000;English
Alexandra;Female;669000;Greek
Alexandre;Male;292000;French
Alexandre;Male;292000;French
Alexandre;Male;292000;Arthurian Legend
Alexandre;Male;292000;Arthurian
Alexandrea;Female;4000;English
Alexandreina;Female;6;Romanian
Alexandria;Female;307000;English
Alexandrina;Female;7000;English
Alexandrine;Female;2000;French
Alexandrine;Female;2000;French
Alexandru;Male;104000;Romanian
Alexavier;Male;281;American
Alexi;Female;15000;English
Alexia;Female;64000;English
Alexina;Female;2000;English
Alexine;Female;710;English
Alexis;Female;353000;Greek
Alexis;Female;353000;French
Alexis;Female;353000;English
Alexondra;Female;49;Latin
Alexys;Female;2000;Greek
Aleyece;Female;1;Unknown
Aleyn;Male;394;Arthurian
Aleyn;Male;394;Arthurian Legend
Al-Fadee;Male;1;Arabian
Al-Fahl;Male;6;Arabian
Alfie;Male;19000;English
Alfonsa;Female;708;Spanish
Alfonsine;Female;225;German
Alfonsine;Female;225;German
Alfonso;Male;212000;German
Alfonso;Male;212000;Spanish
Alford;Male;19000;English
Alfred;Male;204000;Anglo
Alfred;Male;204000;Anglo-Saxon
Alfred;Male;204000;English
Alfreda;Female;4000;Spanish
Alfreda;Female;4000;German
Alfredo;Male;196000;Italian
Alfredo;Male;196000;English
Alfredo;Male;196000;Spanish
Alfrid;Male;221;English
Alfrida;Female;612;English
Algar;Male;8000;Anglo-Saxon
Alger;Male;63000;Anglo
Alger;Male;63000;Anglo-Saxon
Alger;Male;63000;German
Algernon;Male;1000;French
Algoma;Female;3000;Native American
Algrenon;Male;9;French
Al-Hadiye;Male;0;Arabian
Alhan;Male;5000;Irish
Alhana;Female;280;Irish
Alhena;Female;332;Arabic
Alhena;Female;332;Arabic
Alhertina;Female;14;Spanish
Alhertine;Female;3;French
Alhhard;Male;0;English
Alhmanic;Male;8;German
Alhraed;Female;0;English
Alhric;Male;5;English
Alhrick;Male;3;English
Alhrik;Male;3;English
Alhsom;Male;7;German
Alhwin;Male;5;German
Ali;Female;4000000;Arabic
Ali;Male;4000000;African
Ali;Male;4000000;Arabic
Alia;Female;73000;Unknown
Alice;Female;0;Celtic
Alice;Female;0;English
Alice;Female;0;German
Alice;Female;0;German
Aliceson;Male;149;English
Alicia;Female;281000;Greek
Alicia;Female;281000;Spanish
Alicia;Female;281000;German
Alicyn;Female;425;Unknown
Alida;Female;13000;Latin
Alida;Female;13000;German
Alieah;Female;37;Unknown
Aliikai;Female;10;Hawaiian
Alijha;Male;40;American
Alim;Male;78000;Arabic
Alima;Female;9000;Arabic
Alima;Female;9000;Arabic
Alin;Male;41000;Romanian
Alina;Female;566000;Irish
Alina;Female;566000;Celtic
Alina;Female;566000;Slavic
Aline;Female;196000;Celtic
Alinn;Female;478;American
Alis;Male;29000;Arthurian Legend
Alis;Male;29000;Arthurian
Alisa;Female;185000;Hebrew
Alisa;Female;185000;Hebrew
Alisa;Female;185000;Spanish
Alisanne;Female;0;English
Alisanne;Female;0;French
Alise;Female;12000;Spanish
Alisha;Female;68000;Unknown
Alison;Female;221000;German
Alison;Female;221000;Irish
Alison;Female;221000;Scottish
Alison;Male;221000;English
Alison;Female;221000;German
Alissa;Female;41000;Greek
Alissa;Female;41000;English
Alisse;Female;550;English
Alistair;Male;21000;Scottish
Alistaire;Male;169;Scottish
Alister;Male;5000;Scottish
Alisz;Female;90;German
Alita;Female;7000;Spanish
Alita;Female;7000;English
Alita;Female;7000;French
Alitash;Female;24;African
Alitza;Female;262;Hebrew
Alivia;Female;6000;English
Alix;Female;30000;German
Alix;Female;30000;French
Alixandra;Female;774;French
Alixandre;Male;195;Arthurian Legend
Aliya;Female;57000;Arabic
Aliyana;Female;360;Spanish
Aliyn;Female;59;Irish
Aliz;Female;5000;Hungarian
Aliz;Female;5000;German
Aliza;Female;12000;Hebrew
Alizah;Female;544;Hebrew
Alize;Female;6000;Unknown
All;Male;1000000;English
Allaire;Female;3000;French
Allan;Male;221000;Celtic
Allana;Female;9000;Irish
Allard;Male;16000;English
Allaryce;Female;10;English
Allaryce;Female;10;German
Alleffra;Female;7;French
Allegra;Female;11000;Italian
Allen;Male;905000;Celtic
Allena;Female;3000;Celtic
Allena;Female;3000;Irish
Allene;Female;2000;Irish
Allene;Female;2000;Celtic
Allete;Female;346;French
Alli;Female;52000;Arabic
Allie;Female;72000;Arabic
Allisandra;Female;0;Latin
Allison;Female;251000;English
Allison;Female;251000;French
Alliss;Female;294;Spanish
Allister;Male;4000;Gaelic
Allister;Male;4000;Scottish
Allona;Female;511;Hebrew
Allonia;Female;21;Hebrew
Allred;Male;9000;English
Allred;Male;9000;English
Allsun;Female;219;Irish
Allura;Female;0;English
Allyce;Female;999;Spanish
Allyn;Male;10000;Celtic
Allyriane;Female;18;French
Allyse;Female;764;English
Allyson;Female;34000;English
Allyson;Female;34000;French
Allyssa;Female;6000;English
Alma;Female;411000;Irish
Alma;Female;411000;Spanish
Alma;Female;411000;Celtic
Almas;Female;0;Arabic
Almer;Male;3000;English
Almeta;Female;854;Danish
Almira;Female;30000;Spanish
Almira;Female;30000;Arabic
Almira;Female;30000;Arabic
Almo;Male;4000;English
Almo;Male;4000;English
Almund;Male;31;Anglo
Almund;Male;31;Anglo-Saxon
Almunda;Female;30;Spanish
Almundena;Female;18;Spanish
Almundina;Female;10;Spanish
Alo;Male;28000;Native
Alo;Male;28000;Native American
Alodia;Female;2000;Anglo
Alodia;Female;2000;Anglo-Saxon
Alodie;Female;201;Anglo-Saxon
Alodie;Female;201;Anglo
Aloeus;Male;5;Greek
Aloin;Male;0;French
Alois;Male;8000;German
Alois;Male;8000;German
Aloise;Female;1000;Spanish
Aloisia;Female;342;German
Alon;Male;22000;Hebrew
Alona;Female;18000;Irish
Alona;Female;18000;Spanish
Alona;Female;18000;Hebrew
Alondra;Female;33000;Spanish
Alonna;Female;696;Irish
Alonnia;Female;10;Unknown
Alonsa;Female;288;German
Alonsa;Female;288;Spanish
Alonso;Male;179000;Spanish
Alonza;Female;499;Italian
Alonzo;Male;34000;Spanish
Alora;Female;3000;Unknown
Aloysia;Female;601;German
Aloysia;Female;601;German
Alpha;Female;228000;Greek
Alpha;Male;228000;African
Alphenor;Male;1;Greek
Alpheus;Male;1000;Greek
Alphonsine;Female;465;German
Alphonso;Male;5000;German
Alphonsus;Male;4000;Irish
Alpin;Male;6000;Scottish
Alpina;Female;6000;Scottish
Alred;Female;729;Teutonic
Alric;Male;854;German
Alrick;Male;667;German
Alrik;Male;390;German
Alroy;Male;775;Irish
Alroy;Male;775;Gaelic
Alsandair;Male;26;Irish
Alsatia;Female;82;English
Alsatia;Female;82;French
Al-Sham;Male;960;Arabian
Alson;Male;2000;English
Alsoomse;Female;32;Native
Alsoomse;Female;32;Native American
Alston;Male;21000;English
Alston;Male;21000;English
Alta;Female;289000;Spanish
Altagracia;Female;8000;Spanish
Altair;Female;19000;Arabic
Altair;Male;19000;Arabic
Altaira;Female;291;Arabic
Alter;Male;26000;Hebrew
Altha;Female;1000;English
Althaea;Female;121;Greek
Altheda;Female;27;English
Althia;Female;312;English
Altman;Male;15000;German
Altmann;Male;4000;German
Alton;Male;25000;English
Alton;Male;25000;English
Altsoba;Female;35;Native
Altu?;Male;3000;Turkish
Aludra;Female;123;Arabic
Aluin;Male;190;French
Aluino;Male;125;Spanish
Alula;Female;743;Arabic
Alula;Female;743;Chamoru
Aluma;Female;2000;Hebrew
Alumit;Female;69;Hebrew
Alura;Female;872;English
Alurea;Female;10;English
Alva;Female;33000;German
Alva;Male;33000;Hebrew
Alva;Male;33000;Hebrew
Alva;Female;33000;Dutch
Alva;Female;33000;Hebrew
Alva;Male;33000;Arabic
Alvah;Male;317;Hebrew
Alvah;Male;317;Arabic
Alvan;Male;4000;Arabic
Alvan;Male;4000;Hebrew
Alvar;Female;5000;German
Alvar;Male;5000;German
Alvar;Male;5000;Spanish
Alvara;Female;776;German
Alvarie;Female;18;German
Alvarita;Female;40;Spanish
Alvaro;Male;214000;German
Alvaro;Male;214000;Spanish
Alvera;Female;1000;Spanish
Alverna;Female;215;Hebrew
Alvie;Female;2000;German
Alvin;Male;119000;German
Alvin;Male;119000;English
Alvina;Female;12000;Hebrew
Alvina;Female;12000;English
Alvino;Male;5000;Spanish
Alvis;Male;9000;English
Alvord;Male;3000;English
Alvy;Male;1000;German
Alvy;Female;1000;Irish
Alvyn;Male;533;English
Alwalda;Male;3;Anglo-Saxon
Alwalda;Male;3;Anglo
Alwin;Male;8000;Anglo-Saxon
Alwin;Male;8000;German
Alwin;Male;8000;English
Alwyn;Male;5000;English
Alyanna;Female;3000;English
Alyce;Female;9000;Spanish
Alycene;Female;2;Unknown
Alycesone;Male;6;English
Alyda;Female;291;German
Alynn;Female;1000;Unknown
Alys;Female;4000;Celtic
Alys;Female;4000;Spanish
Alys;Female;4000;German
Alysa;Female;7000;Greek
Alyse;Female;8000;English
Alysha;Female;12000;Unknown
Alyshea;Female;101;German
Alysia;Female;8000;Greek
Alysia;Female;8000;Greek
Alyson;Female;28000;Irish
Alyson;Female;28000;English
Alyson;Female;28000;French
Alyss;Female;2000;Spanish
Alyssa;Female;209000;Greek
Alyssa;Female;209000;English
Alyssandra;Female;304;French
Alysse;Female;2000;English
Alyssia;Female;4000;English
Alyvia;Female;525;Unknown
Alyx;Female;4000;English
Alyxis;Female;98;English
Alzan;Female;139;Arabic
Alzbeta;Female;2000;Czechoslovakian
Alzena;Female;531;Arabic
Alzina;Female;510;Arabic
Alzubra;Female;15;Arabic
Amabella;Female;139;French
Amabelle;Female;546;French
Amachi;Female;439;African
Amad;Male;11000;Arabic
Amada;Female;10000;Spanish
Amadahy;Female;51;Native
Amadahy;Female;51;Native American
Amadeo;Male;8000;Italian
Amadeo;Male;8000;Spanish
Amadi;Male;6000;African
Amadi;Male;6000;Arabic
Amado;Male;28000;Spanish
Amaethon;Male;23;Anglo
Amaethon;Male;23;Anglo-Saxon
Amaia;Female;9000;Basque
Amaia;Female;9000;Basque
Amal;Female;101000;Arabic
Amal;Female;101000;Arabic
Amala;Female;5000;Arabic
Amalasand;Female;1;German
Amalasanda;Female;2;German
Amald;Male;38;German
Amalda;Female;108;German
Amalea;Female;234;Italian
Amalia;Female;91000;English
Amalia;Female;91000;Spanish
Amalie;Female;10000;French
Amall;Male;857;German
Amalthea;Female;443;Greek
Amalur;Female;208;Spanish
Amalure;Female;17;Spanish
Aman;Male;138000;African
Amanda;Female;971000;Spanish
Amanda;Female;971000;English
Amani;Male;33000;african,arabic
Amani;Female;33000;Arabic
Amanishakhete;Female;2;African
Amany;Female;10000;Arabic
Amaor;Female;27;African
Amapola;Female;2000;Arabic
Amara;Female;30000;German
Amara;Female;30000;Spanish
Amara;Female;30000;African
Amara;Female;30000;Greek
Amaranta;Female;2000;Spanish
Amarante;Female;8000;French
Amarantha, Amar;Female;0;Greek
Amaravati;Female;955;Indian
Amare;Male;7000;African
Amari;Female;12000;American
Amari;Male;12000;African
Amariah;Female;459;Hebrew
Amarii;Male;366;African
Amaris;Female;8000;Spanish
Amaris;Female;8000;Hebrew
Amarisa;Female;103;Hebrew
Amarise;Female;41;Hebrew
Amarissa;Female;151;Spanish
Amarissa;Female;151;Hebrew
Amarri;Male;127;Unknown
Amaru;Male;5000;Unknown
Amaryah;Female;80;Hebrew
Amaryllis;Female;2000;Greek
Amasa;Male;574;Hebrew
Amata;Female;2000;French
Amata;Female;2000;Spanish
Amatullah;Female;1000;Arabic
Amaud;Male;28;French
Amaud;Male;28;German
Amaury;Male;14000;French
Amayah;Female;273;Hebrew
Amayah;Female;273;Japanese
Amayeta;Female;9;Native
Amazu;Male;182;African
Amba;Female;11000;Indian
Amber;Female;360000;English
Amber;Female;360000;Gaelic
Amber;Female;360000;Arabic
Amber;Female;360000;Arabic
Amber;Female;360000;African
Amberlee;Female;1000;Arabic
Amberlee;Female;1000;English
Amberley;Female;1000;Hindu
Amberly;Female;4000;Arabic
Amberly;Female;4000;English
Amberlyn;Female;731;Arabic
Amberlyn;Female;731;English
Amberlynn;Female;1000;Arabic
Amberlynn;Female;1000;English
Amblaoibh;Male;0;Irish
Ambra;Female;11000;French
Ambre;Female;8000;French
Ambreen;Female;3000;Muslim
Ambros;Male;3000;Irish
Ambrose;Male;45000;Greek
Ambrosi;Male;4000;Italian
Ambrosia;Female;5000;Indian
Ambrosia;Female;5000;Greek
Ambrosine;Female;160;Greek
Ambrosio;Male;21000;Spanish
Ambrosius;Male;1000;Dutch
Ambrus;Male;2000;Hungarian
Ambry;Female;709;Unknown
Amd;Male;45000;German
Amdt;Male;110;German
Ame;Male;35000;German
Amedee;Female;1000;French
Ameena;Female;4000;Arabic
Ameena;Female;4000;Arabic
Ameenah;Female;1000;Arabic
Ameera;Female;8000;Arabic
Ameerah;Female;3000;Arabic
Amelia;Female;167000;Teutonic
Amelia;Female;167000;Romanian
Amelia;Female;167000;English
Amelie;Female;30000;French
Amelie;Female;30000;French
Amell;Male;4000;German
Amen;Male;16000;Egyptian
Amenhotep;Male;160;Egyptian
Amenophis;Male;88;Egyptian
Amen-Ra;Male;219;Egyptian
Ameretat;Male;28;Indian
Americus;Female;3000;Latin
Amery;Male;4000;German
Amery;Male;4000;Irish
Ames;Male;69000;French
Amet;Male;12000;German
Amethyst;Female;7000;Greek
Amett;Male;155;German
Ametta;Female;80;English
Amette;Female;100;English
Amey;Male;15000;German
Amhlaoibh;Male;19;Irish
Amhold;Male;51;German
Amhuinn;Male;2;Scottish
Amhuinn;Female;2;Gaelic
Ami;Female;124000;French
Ami;Male;124000;German
Amia;Female;4000;English
Amia;Female;4000;French
Amichai;Male;532;Hebrew
Amid;Male;8000;Arabic
Amie;Female;42000;English
Amie;Female;42000;French
Amiel;Male;6000;Hebrew
Amiera;Female;2000;Arabic
Amikam;Male;165;Hebrew
Amil;Female;20000;Unknown
Amin;Male;174000;Arabic
Amin;Male;174000;Arabic
Amin;Male;174000;Arabian
Amina;Female;97000;African
Amina;Female;97000;Arabic
Aminah;Female;8000;Arabic
Aminah;Female;8000;Arabic
Aminata;Female;6000;African
Amineh;Female;258;Arabic
Amineh;Female;258;Arabic
Aminia;Female;123;African
Amir;Female;245000;Arabic
Amir;Male;245000;Arabian
Amir;Male;245000;Arabic
Amir;Male;245000;Arabic
Amir;Male;245000;Hebrew
Amira;Female;66000;Yiddish
Amira;Female;66000;Persian
Amira;Female;66000;Arabic
Amira;Female;66000;Hebrew
Amirah;Female;14000;Arabic
Amirah;Female;14000;Arabic
Amiram;Male;537;Hebrew
Amiri;Male;24000;African
Amirykal;Female;4;American
Amisha;Female;3000;Indian
Amista;Female;343;Chamoru
Amita;Male;9000;Hebrew
Amitabha;Male;1000;Indian
Amite;Female;1000;French
Amitee;Female;31;French
Amiti;Male;545;Hebrew
Amitola;Female;73;Native American
Amity;Female;43000;French
Amity;Female;43000;French
Amity;Female;43000;English
Amjad;Male;43000;Arabic
Amma;Female;14000;African
Amma;Male;14000;Indian
Ammar;Male;66000;Arabic
Ammi;Male;3000;Hebrew
Ammitai;Male;5;Hebrew
Amnchadh;Male;0;Irish
Amnisty;Female;26;Anglo-Saxon
Amnon;Male;2000;Hebrew
Amo;Male;176000;French
Amo;Male;176000;German
Amold;Male;47;German
Amoldo;Male;3;Spanish
Amoll;Male;171;German
Amon;Male;18000;Hebrew
Amor;Female;182000;Spanish
Amora;Female;10000;Spanish
Amorica;Female;45;English
Amory;Male;4000;English
Amory;Male;4000;German
Amory;Male;4000;German
Amos;Male;62000;Hebrew
