Code;Vetis-GUID;Vetis-UUID;name-ru;name-en
MB;6fddb358-43dd-4030-a1a7-a1a3c8c489ad;816f802e-dc90-40ab-ac45-12e92d78d370;Пакет бумажный многослойный;Bag, multiply
MC;dcf6eeb2-a0fd-4f1c-83db-7a85354a7c84;5912745b-400e-4a42-afe4-801d020145bf;Ящик решетчатый для молока;Crate, milk
ME;9ef6b142-22e7-4a1c-bc5f-7945dc5a654f;f937b0bb-321a-4bae-b848-ab8e808c8df1;Контейнер металлический;Container, metal
MR;0509b85d-01ca-4a62-bc40-283eff6ead2d;9529a3a1-e022-48b7-bfa5-1127056d9e40;Сосуд, металлический;Receptacle, metal
MS;a71f0123-63c4-440b-bce8-eb46d7a854e2;835f1611-a078-4155-b6ec-10fedb916e85;Мешок (куль) многослойный;Sack, multi-wall
MT;e806470b-dcf2-447e-8394-b4144b9138df;3b0ab8f3-71b6-4c5b-8c55-b65a7f0899aa;Мешок, рогожный;Mat
MW;322566af-9e46-4f63-bf22-041d4d2d9c58;ff9bbcaf-131f-4e2d-bbeb-d8b3b054e1b5;Сосуд с пластмассовым покрытием;Receptacle, plastic wrapped
MX;6bcddbae-2d7b-455c-83b3-6a65731d4e9f;fd6f5161-9b28-4f62-8b44-c052cc0bce66;Спичечный коробок;Matchbox
NA;0e254eeb-d882-425d-85cf-ae68b8e50980;32dfdafc-ea6b-4793-8b70-a8858e69ab50;Нет сведений;Not available
NE;fedf46fc-053c-11e1-99b4-d8d385fbc9e8;ef1ef7cb-5431-4fdc-a115-408ad072b2ba;Неупакованный или нерасфасованный;Unpacked or unpackaged
NF;2def57e9-6280-4d7d-8765-840aa86e45e1;5915ee6d-11ef-4f99-b482-59144bd4af1f;Неупакованный или нерасфасованный одноместный груз;Unpacked or unpackaged, single unit
NG;3fd40265-127d-4fc6-9999-1cdf62f25faf;c81af41c-cd40-4c24-9450-3d83106aed19;Неупакованный или нерасфасованный многоместный груз;Unpacked or unpackaged, multiple units
NS;a423d25a-2a14-40b8-bf13-f6a85b8fc887;9ab1e3cf-6e22-4e51-91c6-86553c4d763e;Гнездо (ячейка);Nest
NT;ed7372ee-8b55-4e69-aa90-956a68b836ae;5935f443-d63f-442a-80e3-1ef5bde58d32;Сетка;Net
NU;fe9cc400-101e-4dee-a90f-705c71bb560e;a9c7e4fc-ead1-4b9c-b29b-2eeae1de33f4;Сетка трубчатая пластмассовая;Net, tube, plastic
NV;1943c156-b96c-4b64-8935-dfd11e95d495;48e06d36-ea2c-4da3-92cc-9ea16de7ba0a;Сетка трубчатая текстильная;Net, tube, textile
OT;ed9473f1-647c-4dfc-8ac2-3cba09217165;425b861f-eaba-432f-8eb1-c00d35c84a1c;Октабин;Octabin
OU;d273dbfd-c8ed-4637-9ad2-5e40d7ecbf3a;a48d2f90-dac2-43f0-b61c-13e7616cd8b7;Контейнер наружный;Container, outer
P2;ea504ad8-c159-449f-a752-1ab2eecc8fe1;8cd9371b-8feb-4771-8a9a-4900141aa2ec;Лоток;Pan
PA;fedf48dc-053c-11e1-99b4-d8d385fbc9e8;415d0ff4-aa79-4f49-aaf5-4f29d1ea9b6b;Пакет;Packet
PB;d9d55e79-0ba6-4c11-9761-0e10dc1c6c8e;545e1086-b1cc-4161-94eb-236a3b233b9d;Поддон, ящичный;Pallet, box
PC;8a9c1190-aeeb-498d-8e80-5ddfbc3f7df2;a367dfab-fb7b-45c1-a8b3-bcaaa969b482;Бандероль;Parcel
PD;82286818-b97d-42ef-b5e2-d1a1ac1c18cf;9d624dfc-5f61-42fe-af58-5d7a70f5f3e7;Поддон модульный с обечайкой 80 x 100 см;Pallet, modular, collars 80 cm x 100 cm
PE;d79600b3-7498-4a9b-a873-d58fce2a667d;4bee32c3-c4d0-4ed2-9d06-2acf3d2de0c3;Поддон модульный с обечайкой 80 х 120 см;Pallet, modular, collars 80 cm x 120 cm
PF;25b9eab3-0f9f-42c1-912b-10f78bc63901;84a3bdc1-19a5-4778-9fee-52f2563fc255;Штабель;Pen
PG;240ef107-fad5-4fca-bad1-ae65ab388ac6;f0f58320-65d9-49e3-8f90-5cacf8ef554d;Плита;Plate
PH;3ae14a0a-3970-45ef-bd53-f278e217bf4f;e9f3ecc7-9dae-4e7d-a690-55d4268fdc21;Кувшин, большой;Pitcher
PI;7c585ad5-34f3-4975-a0aa-a78229e71808;ba5bfa03-f97e-45ab-b09b-ffdb5e4f83b6;Труба;Pipe
PJ;2bbef079-d872-469a-9a38-37101bba2e07;b176058f-eb49-42d3-8aa4-47669161aa61;Корзина из шпона для ягод и фруктов;Punnet
PK;eb23a947-4fd9-46e6-8a6f-f258433500e7;3b530c95-3bb0-4675-b081-cd56394558f1;Упаковка;Package
PL;165fd412-0bfa-4bb5-8993-bcfaa5d82e1b;f5e7511e-6448-4ff6-8430-779f4c4b3eb4;Ведро;Pail
PN;4d5772a0-9fa4-47ab-8c32-9a07729740ad;715b627a-bb3c-4178-896d-72b59367ae8a;Доска, толстая;Plank
PO;cd449f46-29f4-42af-8d36-046f0954ae63;a3d6d513-2f80-430c-8258-3cc63b987aab;Пакет (мешочек);Pouch
PP;6090531d-d038-4f6c-a8df-77ba92267ec4;71f854f1-5d73-47ae-bb16-d0779dbf2d81;Штука;Piece
PR;876203e4-1352-455a-8c97-92c3460acc3a;574f7075-f439-4b4b-ae46-960de49073cd;Сосуд, пластмассовый;Receptacle, plastic
PT;4a7ea673-c3ac-40b5-836f-cfdd066b8020;20200df8-afa0-4442-bcc3-3a2974ab03b7;Горшок;Pot
PU;3d72e4ec-f771-4c0d-a9b9-452dd7a08406;de9ec880-de49-4d6f-9d62-377f4b3e3b5e;Лоток;Tray
PV;f5144819-a94a-486d-91d7-eb38a074c6c1;edc7e494-26f6-4b5a-bc32-27779a7e5b80;Труба в пакете/пачке/связке;Pipes, in bundle/bunch/truss
PX;fedf615a-053c-11e1-99b4-d8d385fbc9e8;65d867fa-a9b9-40ae-94ca-df4ec95134ef;Поддон;Pallet
PY;4b2de153-2c3e-499e-91f8-a7ce1926157a;b7e8a823-312d-4050-8f6b-68772f9cc4b0;Плиты в пакете/пачке/связке;Plates, in bundle/bunch/truss
PZ;3dca7c38-3a10-4fb6-9c1f-0c64ab79d63b;10f09b3d-ce70-4084-83f3-1b2d7a7fa6c9;Доска толстая в пакете/пачке/связке;Planks, in bundle/bunch/truss
QA;c113fb0c-23eb-4ce5-ad44-8250598f173e;519d65e0-b6c1-4e6a-8da7-a48bf457e1da;Барабан стальной с несъемным днищем;Drum, steel, non — removable head
QB;1852b14d-39a0-4712-9e55-90a7005d5469;424c3b70-22f8-4dcd-913a-c19b49ce765f;Барабан стальной со съемным днищем;Drum, steel, removable head
QC;2e53354c-4023-434b-926f-bbdd1af00a37;a9b3e443-0bef-4eab-8787-06831c6178d9;Барабан алюминиевый с несъемным днищем;Drum, aluminium, non-removable head
QD;970e40fd-3436-48ed-ac99-e78802f57119;dd6ad151-3ccd-4d09-87de-056172f1038f;Барабан алюминиевый со съемным днищем;Drum, aluminium, removable head
QF;eec09740-2c4c-460b-94ed-c4d4ef437f1b;e4ebac83-3843-4bec-9277-1d4fe7f81afc;Барабан пластмассовый с несъемным днищем;Drum, plastic, non-removable head
QG;d565dd82-5fc1-4303-a55d-495c35ac22ec;a310509f-ca8a-4079-8319-c220f4758400;Барабан пластмассовый со съемным днищем;Drum, plastic, removable head
QH;021bc2d9-f514-4491-b21a-ffe63023236f;1472c588-6342-4b4c-983b-93cf3847f2e6;Бочка (емкостью около 164 л) деревянная шпунтованная;Barrel, wooden, bung type
QJ;3c78e2e1-d19a-40d3-b970-4fe6d2b722d0;0f2c027f-b007-4857-babf-06c9bf658346;Бочка (емкостью около 164 л) деревянная со съемным днищем;Barrel, wooden, removable head
QK;a2110164-70b4-49f6-afaa-f3abde1be0f1;f79b427d-b727-48c5-baa3-1fc6f23f371e;Канистра стальная с несъемным днищем;Jerrican, steel, non-removable head
QL;72896fbf-b156-4c7b-868d-ac13c5a85c7e;dd0c70d8-4aea-4a26-a476-5cb20fc79ad3;Канистра стальная со съемным днищем;Jerrican, steel, removable head
QM;4d9bd778-5ce4-411c-8d78-a1959ac55590;ff1553fa-d152-4c39-b5d8-3b39d3baca83;Канистра пластмассовая с несъемным днищем;Jerrican, plastic, non-removable head
QN;ba61904f-f946-448a-958b-518655d8f567;f3d81ca8-e7e0-4e26-8914-dbbfca60ce31;Канистра пластмассовая со съемным днищем;Jerrican, plastic, removable head
QP;ff3bfc50-0b9f-47cc-ada2-ac40a4a18cc0;9d4f8b72-52c5-4a30-b669-a3d4ce55c012;Коробка деревянная из естественной древесины обыкновенная;Box, wooden, natural wood, ordinary
QQ;fddc5698-8738-460f-b603-f49c7053b473;ac5d20b9-bd53-4910-9628-aeeef54b8a50;Коробка деревянная из естественной древесины с плотно пригнанными стенками;Box, wooden, natural wood, with sift proof walls
QR;50c21cb9-3e09-4cc7-a30f-c724d248e996;df871976-5cb4-403f-8fdd-786b9027578e;Коробка, пенопластовая;Box, plastic, expanded
QS;8b1ffe26-1485-477f-8d2d-8050397beab2;3a06f23a-83cc-49a3-b6d0-08efeef11d78;Коробка из твердой пластмассы;Box, plastic, solid
RD;81b74091-f9db-436f-b6a9-2438f3fbba32;9f66c8b8-01bc-43b2-8535-19be1fd17aae;Прут;Rod
RG;538f0705-e05d-4154-bfb5-0e63ab30122b;9b2feac0-1578-4847-88c0-36f59b5e3aba;Кольцо;Ring
RJ;28f26068-5294-4c8a-b409-c0a7ae10efd9;62e793a4-2647-4d8c-b99a-14b4b9fca6e0;Стойка, вешалка для одежды;Rack, clothing hanger
RK;2d3b2408-d028-42e1-bc72-941b7fa149b5;93def760-906b-48aa-8f48-d8777ccb11f9;Стойка;Rack
RL;4b3478b2-bd43-4fe1-85bd-77a457a1cd72;91a25b6d-fac1-4e9a-b7d7-f03466dd635a;Катушка;Reel
RO;f65e0788-1ba1-46f5-b677-d7590cc6c745;d050ab13-df54-4698-981d-d9fb1592d1be;Рулон (полосового материала);Roll
RT;5f3d0b50-196e-498d-8994-7dfd1d9661cc;168dca82-1219-43bf-8d61-8c38fd73f1a0;Сетка типа используемой для овощей или фруктов;Rednet
RZ;cfc437d8-9bfe-4d56-8d0e-4f35e5ae3af6;fb87f15e-6562-4d26-8a99-0a113c12d656;Прут в пакете/пачке/связке;Rods, in bundle/bunch/truss
SA;803b1dd4-ea8b-464e-9f7e-1bfa573c90bc;dbe8fa28-353c-4edf-a4e7-b41bc990491c;Мешок (куль);Sack
SB;000000f8-8e27-4cb0-9e34-6d99fd90d7df;cc98ec51-8934-4aa8-8aab-60e7a4d30d6e;Сляб;Slab
SC;668f1a9f-3b4c-496a-8c01-c6d1bd87d917;637c1f51-ee03-4060-8032-ed4425e05016;Ящик решетчатый (или обрешетка) мелкий;Crate, shallow
SD;dd7b8b5b-fcf3-46bf-9955-e2c5f9cc25f6;fe97049b-0b4a-488b-8978-81419af3bbb3;Шпиндель;Spindle
SE;022887ce-8f39-4b81-b26e-785f114c7ac7;b49cf3a7-caa6-4fb8-a010-75cef6a74479;Сундук, морской;Sea-chest
SH;cf45058e-1f10-42fa-ae97-b2afefac9489;e883758e-dae5-4b12-84f4-2c19b3fc939e;Пакетик;Sachet
SI;2f2ba5e2-c9ab-41af-83d8-592f65c01db4;b6ea4d40-1efb-4f48-8231-a13291e7b802;Стеллаж;Skid
SK;5bca0d26-c06d-4fbd-a75a-39b098f7a5d8;15f75128-2610-4f36-bea4-1a3a35927602;Ящик, каркасный;Case, skeleton
SL;e49e5e21-09f1-4194-b637-655959ce5510;03079d9c-6d15-4d99-84cd-8d299037c3b5;Лист, прокладной;Slipsheet
SM;d6831ad1-3dc9-48d0-8c92-402db32c4031;6ac44f22-a90f-4f06-b8cd-124a4849aa3a;Лист, металлический;Sheet metal
SO;969bfad0-be8f-43fe-84d8-32ebfe32d37d;26e921e9-114b-48cc-97e8-ca732a30ba00;Шпулька;Spool
SP;a2e60b9e-ee4d-47b5-956b-690bda852392;8184942f-71cd-4df8-8189-c72e7bf0c12f;Лист с пластмассовым покрытием;Sheet, plastic wrapping
SS;a4992438-8d0c-45b2-9ffd-669dff708417;c87e5652-0fc3-4fcc-99f3-8dd4c1c8186a;Ящик, стальной;Case, steel
ST;b9dec3d6-c0d8-4170-8b57-2f79042b9a8d;dce2ecf7-8fc6-4cbf-b36d-6bf8a7469a4f;Лист;Sheet
SU;8f4c7cbd-7d4a-48d6-873f-9f4a37bd576c;5544f6b8-4ade-44d2-a3e1-341fcace286b;Чемодан;Suitcase
SV;dddd429e-0376-4030-bb9e-2ad9cba0f3c4;16201743-1e09-4cc0-be29-e24380e527a1;Конверт, стальной;Envelope, steel
SW;b49dbb7b-56b9-48e3-9fd3-74a328dbcea3;841291b9-844e-421b-a729-5298417f92b8;В термоусадочной пленке;Shrink-wrapped
SX;b5cd2c76-152f-4d8f-a5c2-d196dd920426;7c25b7ed-4444-4417-9c6f-6d51e917e32e;Комплект;Set
SY;657fad4d-71a4-4939-90a4-3fb0c9aea7f7;4a89e444-c612-4dc2-a7e3-8e994313c714;Гильза;Sleeve
SZ;b883ff05-483d-4e82-be5f-c1b90d004d1c;6e8a3ec5-fd69-47e6-8593-32f8df0a63ea;Лист в пакете/пачке/связке;Sheets, in bundle/bunch/truss
T1;730968d5-30e1-4cc8-b413-d5997e8898a5;7c55f754-0bfe-404c-993e-8a8cd6c9be94;Таблетка;Tablet
TB;207dccd8-7a12-44c3-a77b-7dd945a7b0bd;c05fc063-a894-4383-968f-d4e15b6a65b3;Кадка;Tub
TC;59eac884-a3ee-4c87-86ef-2508d1328ee6;8f150a20-b162-4ce7-80a8-8726a4494bc8;Чайная коробка;Tea-chest
TD;6858e1ff-229f-43e0-9b3b-dd6ac0b41485;723901d0-3eff-4168-917c-5aa9df1b8994;Трубка или туба, складывающаяся;Tube, collapsible
TE;0bf57833-4b9d-4d99-96a3-53c7263e01e6;09e0f972-1692-407c-82c0-4abc524321e5;Шина;Tyre
TG;fedf5d9a-053c-11e1-99b4-d8d385fbc9e8;2b06b0b3-1f1c-48ef-8bcf-8fbed8e0caad;Цистерна контейнер универсальный;Tank container, generic
TI;37495e99-e19f-4221-97e8-39565c0192b8;2546fe09-f832-46ed-83c4-0046a23ffc8a;Бочка деревянная (емкостью около 200 л);Tierce
TK;a5e4fb2f-f40b-40ab-bd2d-f6ddabbd4460;0aadb4d7-aad6-4de9-9b45-24bc9a5978d5;Цистерна, прямоугольная;Tank, rectangular
TL;6046383e-9e59-40bc-a70b-a0538ef536ca;fccdc8f9-1033-474a-aa86-fb85aca7aeff;Кадка с крышкой;Tub, with lid
TN;fedf422e-053c-11e1-99b4-d8d385fbc9e8;d6d59931-aac1-45fe-a144-933b91d48fa3;Банка, жестяная (консервная);Tin
TO;f1d48fb7-8536-4b99-8668-bd6a55167306;75d3649e-cf4e-4b67-9c2d-b8c73f855e25;Бочка для вина или пива большая (емкостью около 1146 л) (тан);Tun
TR;bf12e4f9-56be-4b62-a0d6-22f01585db25;624acfa0-7f8f-469f-8e32-9b3f4f1655b9;Сундук, дорожный;Trunk
TS;07aa7b0e-2a80-45ba-b3bd-6060eef8376b;e2a1188e-4202-4c65-af89-ba870956b34c;Связка;Truss
TT;c8bc51d4-de57-44ee-9492-85360eada3a5;a571b1a2-acb9-4812-b9d2-a1ed41fe709c;Мешок;Bag, tote
TU;06eb9e3a-d6a8-49c3-809a-b4150b90e210;65e16bdb-3062-4225-af13-81543dc6b18a;Трубка или туба;Tube
TV;0c009153-57e0-4dfa-8e5f-ece82ae4dfef;8b0d41b8-c7e8-43b2-b170-3f04b3a19187;Трубка или туба с насадкой;Tube, with nozzle
TW;fedf56f6-053c-11e1-99b4-d8d385fbc9e8;60f00efb-fca8-4398-9ea2-17fc1249d7e0;Поддон;Pallet, triwall
TY;6fd54b8c-d35a-4655-b2f2-2491429b0931;35bf0419-8235-465c-b037-826635f7c89f;Цистерна, цилиндрическая;Tank, cylindrical
TZ;54d1cc31-f51c-4e2a-9230-009c57aaa517;abc2ff02-2b9d-4f62-8de5-1bb63af4d62e;Трубка или туба в пакете/пачке/связке;Tubes, in bundle/bunch/truss
UC;ae0b5e58-8771-48f7-8c3c-11dfdb17ebad;91f15d01-88f0-47e5-98cc-2e1679bdd212;Без клети;Uncaged
UN;5e5f4afb-d5f8-483a-999e-cb985af7580b;72276339-fc12-473d-ba5a-002983cf5252;Единица;Unit
VA;93bdc740-0f32-4019-a3fd-ed661f2bc3b9;d6748031-00cc-41e5-a5ae-351e1e1a811e;Бак;Vat
VG;a521f8b3-eeeb-4027-941c-45928d0ecb16;600bb7b8-bc57-4a1e-a0b1-76e9c2d44d22;Наливом газ (при 1031 мБар и 15°C);Bulk, gas (at 1 031 mbar and 15° C)
VI;a283d481-0a41-4d0a-9c38-e386caac0d70;b0e2f762-3188-4be6-9a99-69c3d6a49357;Флакон;Vial
VK;d90e17f4-8bed-46be-a1d1-9bb7f0f4d736;2b120941-8c11-4bde-a669-4b69bec21abc;Консоль для оборудования, помещающаяся в минифургон;Vanpack
VL;22f90a6e-6872-4bd5-a143-063761da6e1a;47047e04-9713-46bd-8c3f-d52d1e54671b;Наливом жидкость;Bulk, liquid
VO;df053993-cf00-43c9-97ea-4c2fa0d07f96;b4c8888f-b161-47ba-b15b-04e5a650380f;Насыпью твердые крупные частицы (мелкие куски);Bulk, solid, large particles (nodules)
VP;04735711-516d-4331-92c6-b55e5f8e3710;09252cbd-7d8f-444c-9138-10f0caac2621;В вакуумной упаковке;Vacuum-packed
VQ;791bd3df-24eb-466f-b575-57d9dd1f95b7;62d158de-58bc-473c-bf04-0bff6f8d6919;Наливом газ сжиженный (при температуре/давлении, отличающихся от нормальных);Bulk, liquefied gas (at abnormal temperature/pressure)
VR;f8ca4252-9ca3-45bd-9a95-8b6a5b538208;b4a721e5-7e83-4202-8342-d37e5d44a877;Насыпью твердые гранулированные частицы (гранулы);Bulk, solid, granular particles (grains)
VS;3050ca0a-7e39-4cd4-a762-253b981bad21;cb37ff07-22e2-4fe2-b12e-d30267903486;Навалом металлолом;Bulk, scrap metal
VY;efb4b760-611d-4f20-80a8-273c315f4db0;d67feae4-0a3d-41ba-a719-9c5477efb2b1;Насыпью твердые мелкие частицы (порошки);Bulk, solid, fine particles (powders)
WA;fedf606a-053c-11e1-99b4-d8d385fbc9e8;8ca28fd5-a0b7-4b6c-b2a8-84cfdda442d4;Контейнер средней грузоподъемности для массовых грузов;Intermediate bulk container
WB;a23634f3-9e71-4c80-abc5-e4c77ac70c88;57002b4a-1af0-40a0-81fd-1a94e79764b6;Бутылка оплетенная;Wicker bottle
WC;a14e9f47-e745-4fb5-861e-642b8da576d9;ac06b1b2-02e3-49ae-9950-634a83b27623;Контейнер средней грузоподъемности для массовых грузов стальной;Intermediate bulk container, steel
WD;b86afba4-7492-4910-b266-6ab67235095c;be2ad8ab-3f32-47f0-92e9-001c61462ad5;Контейнер средней грузоподъемности для массовых грузов алюминиевый;Intermediate bulk container, aluminium
WF;769f3e00-3bc6-4b59-b201-8972cd649ccc;fee11ffd-c372-4bc7-8bde-ff0a5b15280f;Контейнер средней грузоподъемности для массовых грузов металлический;Intermediate bulk container, metal
WG;3a762c62-7b9e-4ccc-95e7-50fed26da877;8b7bdbd6-8d89-43bf-8c48-8fc1718e40b0;Контейнер средней грузоподъемности для массовых грузов герметизированный свыше 10 КПа;Intermediate bulk container, steel, pressurised > 10 kpa
WH;6505c314-3e58-496e-becc-9ee71c08eacc;98fce7c0-4bab-4366-9b6d-7066512e945d;Контейнер средней грузоподъемности для массовых грузов алюминиевый герметизированный свыше 10 КПа;Intermediate bulk container, aluminium, pressurised > 10 kpa
WJ;800fc586-864c-4c29-ae15-d0d405e5d82a;f58f9a0f-26df-412d-9f59-864a83e84a65;Контейнер средней грузоподъемности для массовых грузов герметизированный 10 Кпа;Intermediate bulk container, metal, pressure 10 kpa
WK;517d28bb-afa9-4a66-87e7-b707121a70fb;6eeb7e9c-9a44-4491-8436-4eb67945b4cb;Контейнер средней грузоподъемности для наливных грузов стальной;Intermediate bulk container, steel, liquid
WL;a41e2a9a-d9f8-43f7-8781-15da3e5713d8;149911ee-5bfb-4554-b7c0-d702a93e25d1;Контейнер средней грузоподъемности для наливных грузов алюминиевый;Intermediate bulk container, aluminium, liquid
WM;ceb9b05c-6a68-4663-ae9a-72c1f38e1ef8;fc606663-8cda-4b12-80be-1be7940c8762;Контейнер средней грузоподъемности для наливных грузов металлический;Intermediate bulk container, metal, liquid
WN;9c415e68-6f34-4e5c-81c2-696e994a77cc;4d18320f-a0ff-4245-8846-de147e9240ee;Контейнер средней грузоподъемности для массовых грузов из полимерной ткани без покрытия/вкладыша;Intermediate bulk container, woven plastic, without coat/liner
WP;3d3bf9e3-12bb-4f0c-82ab-c79df71fcfdf;f1f308ed-a779-4763-8cfb-cf2e4e0a089e;Контейнер средней грузоподъемности для массовых грузов из полимерной ткани с покрытием;Intermediate bulk container, woven plastic, coated
WQ;fed6b6cb-60b7-4df5-b81e-37b7a2b2a24e;6e0fea7e-b905-4af2-b600-4b2c3c62c721;Контейнер средней грузоподъемности для массовых грузов из полимерной ткани с вкладышем;Intermediate bulk container, woven plastic, with liner
WR;c159513f-dcf5-4402-ab16-8a1970e7b9d4;b4d0f13e-7810-421e-94ea-45bed459308c;Контейнер средней грузоподъемности для массовых грузов из пластикового волокна с покрытием и вкладышем;Intermediate bulk container, woven plastic, coated and liner
WS;92765566-620c-4877-a58f-4107c3c6d468;de837f74-8090-47fa-8801-2e7ca014c203;Контейнер средней грузоподъемности для массовых грузов из полимерной пленки;Intermediate bulk container, plastic film
WT;cb247727-4eaf-49dd-85cf-6e2dd7f2a3ab;4dcd6513-d10a-46de-91fa-3b36f49a49ae;Контейнер средней грузоподъемности для массовых грузов текстильный без покрытия/вкладыша;Intermediate bulk container, textile without coat/liner
WU;c5f0a52e-2496-45f0-9c5d-0cca7c1643a1;64a452ae-05eb-4570-b326-f7d15d7a1e0a;Контейнер средней грузоподъемности для массовых грузов из естественной древесины с внутренним вкладышем;Intermediate bulk container, natural wood, with inner liner
WV;111583f5-39e6-4b45-a941-b67d41ef4cae;d3991856-2828-45a7-9a20-a11f645759d7;Контейнер средней грузоподъемности для массовых грузов текстильный с покрытием;Intermediate bulk container, textile, coated
WW;5c416509-50d7-464b-9455-9439604c2479;2f7e8d93-6cec-4956-be7f-94bb1573ff5b;Контейнер средней грузоподъемности для массовых грузов текстильный с вкладышем;Intermediate bulk container, textile, with liner
WX;0d51ebba-b636-4a01-9a3a-e1f10fcc73df;33b7ab01-444e-401e-bcbf-db337b6ec78b;Контейнер средней грузоподъемности для массовых грузов текстильный с покрытием и вкладышем;Intermediate bulk container, textile, coated and liner
WY;8015c596-6a81-40bc-bfca-f5961327bca4;e40819a3-0ae6-490c-8d35-3681ecac0bf7;Контейнер средней грузоподъемности для массовых грузов фанерный с внутренним вкладышем;Intermediate bulk container, plywood, with inner liner
WZ;828064d7-80be-4ba4-a13c-7a17476e763e;d3b6101b-563b-48e3-9aae-6afbca2bd1c0;Контейнер средней грузоподъемности для массовых грузов из древесного материала с внутренним вкладышем;Intermediate bulk container, reconstituted wood, with inner liner
XA;c088e3b0-4d1f-4079-8ce3-eca7486da24f;b215f296-f02c-4062-ba67-fc707b3c39d9;Мешок из полимерной ткани без внутреннего покрытия/вкладыша;Bag, woven plastic, without inner coat/liner
XB;c311b4f0-1f83-47ff-b5eb-085aa296a443;d6abde28-107f-4209-a67e-2bdc2e154a2a;Мешок из полимерной ткани, плотный;Bag, woven plastic, sift proof
XC;8d2b467f-d19a-49ad-9d4d-9769fc8adb68;37b98649-1d08-465b-af5e-0cef288f8596;Мешок из полимерной ткани влагонепроницаемый;Bag, woven plastic, water resistant
XD;5080bd27-e2b5-4c27-9cb0-7004109f362f;45a7865a-c038-4b94-824a-4ee506a5922c;Мешок из полимерной пленки;Bag, plastics film
XF;e50c3c66-a104-46d2-bf1c-b1fb6f649698;f16d5d12-83a3-4495-a764-1b42e99b61fd;Мешок текстильный без внутреннего покрытия/вкладыша;Bag, textile, without inner coat/liner
XG;c97033bd-2cf6-4029-a570-0a59b238e68b;1e659d6e-3416-4364-88ba-89ac7a0d1a03;Мешок текстильный плотный;Bag, textile, sift proof
XH;84b62344-fe4f-4585-bdf2-efb3bc68d982;bf4523b2-d7a9-444f-ac34-76555808dfd0;Мешок текстильный влагонепроницаемый;Bag, textile, water resistant
XJ;fedf4422-053c-11e1-99b4-d8d385fbc9e8;e4a94980-15d5-4251-9f01-477a628e954a;Мешок бумажный многослойный;Bag, paper, multi-wall
XK;9f15aaba-d9e1-43ea-8cc7-0f0a29ed7be8;ee46fec9-d11b-441c-9d2d-f7f685c03818;Мешок бумажный многослойный влагонепроницаемый;Bag, paper, multi-wall, water resistant
YA;6b8efc02-9611-451c-b215-503bc29301cd;e44a943e-ca15-4cf3-9710-6d7ae49b241c;Комбинированная упаковка: пластмассовый сосуд в барабане стальном;Composite packaging, plastic receptacle in steel drum
YB;43c6ad00-832f-42c6-8e2a-fe2273814b66;ae7cb033-e5a0-46c3-8173-c12f1e868e24;Комбинированная упаковка: пластмассовый сосуд в ящике решетчатом (или обрешетке) из стали;Composite packaging, plastic receptacle in steel crate box
YC;858efe47-f7d6-4f6e-9408-79b8e3d9ae83;162e3d68-da22-462e-a66f-40d825e8e35d;Комбинированная упаковка: пластмассовый сосуд в барабане алюминиевом;Composite packaging, plastic receptacle in aluminium drum
YD;95307257-321c-4dd1-9a30-e30cbcffcfb1;7eaec820-b340-4ff5-86b0-febaf8006db1;Комбинированная упаковка: пластмассовый сосуд в ящике решетчатом (или обрешетке) из алюминия;Composite packaging, plastic receptacle in aluminium crate
YF;05e4976b-9504-44ac-8645-06bf6a24ad59;2e8abf12-6444-4d4d-b85a-92f6d546fb9f;Комбинированная упаковка: пластмассовый сосуд в деревянной коробке;Composite packaging, plastic receptacle in wooden box
YH;ab579955-759f-4de1-b8b9-460ad80facfb;ff2bf99c-3f33-4405-8672-60bfea345eef;Комбинированная упаковка: пластмассовый сосуд в коробке фанерной;Composite packaging, plastic receptacle in plywood box
YJ;21246938-dd6f-49aa-8e2a-d1cb13b0be17;268f0297-d439-4d5f-a908-2289b28dc0cf;Комбинированная упаковка: пластмассовый сосуд в барабане фибровом;Composite packaging, plastic receptacle in fibre drum
YK;eb55f088-06cc-4bab-9f84-49f2f999f428;03b6d676-7540-4451-b2c2-3e2fb72a2862;Комбинированная упаковка: пластмассовый сосуд в коробке из фибрового картона;Composite packaging, plastic receptacle in fibreboard box
YL;b95eb3b6-d08a-441e-9a3a-6d3f9501cc99;d6dff8ee-2128-4953-8a5b-655de46a920b;Комбинированная упаковка: пластмассовый сосуд в барабане пластмассовом;Composite packaging, plastic receptacle in plastic drum
YM;5e8755cb-a874-499d-bb4d-34e465df0978;57a29f62-1c63-4f53-bddd-1c8d526d2e06;Комбинированная упаковка: пластмассовый сосуд в коробке из твердой пластмассы;Composite packaging, plastic receptacle in solid plastic box
YN;57eeeadf-7c4b-4614-9731-6e47d4b273a9;2377c4b2-9949-420e-8363-8455abe22da7;Комбинированная упаковка: стеклянный сосуд в стальном барабане;Composite packaging, glass receptacle in steel drum
YP;5893d315-48c8-49f7-9dc4-2dde43e090b9;bb00a68c-3a93-4e84-bca2-d69d6ddb1b12;Комбинированная упаковка: стеклянный сосуд в ящике решетчатом (или обрешетке) из стали;Composite packaging, glass receptacle in steel crate box
YQ;2e460cc7-7c38-4bf4-aa19-7768cb14d234;696b556b-fd32-4b05-83e8-1730c64ff476;Комбинированная упаковка: стеклянный сосуд в барабане алюминиевом;Composite packaging, glass receptacle in aluminium drum
