+|23263|Сырок гл.Совет.тр.45 26% карам|2|57.00|10|0|шт.|4620002688790|60|267|Товары гастронома со скидкой|0|0.00|1.000|0|1.000|0.00|1.000|Сырок глаз."Советские тр|адиции" 26% 45г карамель|0|0.000|0|1|MILK|1|931|10065|1|
+|60972|Сырок гл.Совет.тр.45г 26% вишн|2|57.00|10|0|шт.|4670149301458|60|267|Товары гастронома со скидкой|0|0.00|1.000|0|1.000|0.00|1.000|Сырок гл."Советские|традиции" с вишней 45г|0|0.000|0|1|MILK|1|931||1|
+|80015|Сырок гл.Совет.тр.45г 26% како|2|57.00|10|0|шт.|4660043850732|60|267|Товары гастронома со скидкой|0|0.00|1.000|0|1.000|0.00|1.000|Сырок глаз. с какао|"Советские традиции" 45г|0|0.000|0|1|MILK|1|931|10065|1|
+|11857|Сырок гл.Совет.тр.45г 26% коко|2|57.00|10|0|шт.|4670149301571|60|267|Товары гастронома со скидкой|0|0.00|1.000|0|1.000|0.00|1.000|Сырок гл."Советские|традиции" с кокосом 45г|0|0.000|0|1|MILK|1|931||1|
+|34280|Сырок гл.Совет.тр.45г 5% ванил|2|57.00|10|0|шт.|4620002686468|60|267|Товары гастронома со скидкой|0|0.00|1.000|0|1.000|0.00|1.000|Сырок гл."Советские|традиции" ванилин 45г|0|0.000|0|1|MILK|1|931|10065|1|
+|48269|Сырок гл.Советские тр.45 в.сгу|2|57.00|10|0|шт.|4620002685935|60|267|Товары гастронома со скидкой|0|0.00|1.000|0|1.000|0.00|1.000|Сырок гл."Советские трад|иции" с вар.сгущ.45г 26%|0|0.000|0|1|MILK|1|931|10065|1|
+|37488|Сырок гл.Совет.тр.45г 26% вани|2|57.00|10|0|шт.|4620002685652|60|267|Товары гастронома со скидкой|0|0.00|1.000|0|1.000|0.00|1.000|Сырок гл."Советские трад|иции" 45г в ассортименте|0|0.000|0|1|MILK|1|931|10065|1|
