GrpName;Name;Code;ManufName;Country;Brand;UnitName;PhUnitName;PhUPerU;UnitsPerPack;Vat;ExpiryPeriod;PckgQtty;PckgBrutto;PckgLength;PckgWidth;PckgHeight
Горячая выпечка из п/ф;A02;2010000037560;Австралия;;4 Сезона;Бутылка;;0.000000;0.000;10.0;0;0.000;0;0;0;0
Горячая выпечка из п/ф;A02+;;Австралия;;7 Дэйс;Бутылка;;0.000000;0.000;10.0;0;0.000;0;0;0;0
Горячая выпечка из п/ф;Абрикос в йогурте;02818827;Россия;Россия;;Кг;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Абрикос в шоколаде;28829737;Россия;Россия;;Кг;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Абрикос Зеебергер мягкий б/к 200г;4008258292013;Финко;;Зеебергер;ШТ 1;Кг;0.200000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Абрикос Зеебергер экстра мягкий б/к 500г;4008258292006;Германия;Германия;Зеебергер;ШТ 1;Кг;0.500000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Абрикос Кайса сушеный;02814414;;;;Кг;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Абрикос кайса Чудо Фрукт цел.суш.900г;4601692000734;Россия;Россия;Чудо Фрукт;ШТ 1;Кг;0.900000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Абрикос кайса Чудо Фрукт целый суш.450г;4601692001427;Россия;Россия;Чудо Фрукт;ШТ 1;Кг;0.450000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Абрикос Натси суш.180г;4607114760118;Россия;Россия;На Здоровье;ШТ 1;Кг;0.180000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Ананас Нектафлор мягкий 150г;7610184040001;Швейцария;Швейцария;Нектафлор;ШТ 1;Кг;0.150000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Ананас палочки;28548065;Турция;Турция;;Кг;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Ананас палочки микс;28029069;Турция;Турция;;Кг;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Ананас сушеный Атланта 150г;4607003150716;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Ананас Тю-Ша кубик 250г;4607015927023;Россия;Россия;Тю-Ша;ШТ 1;Кг;0.250000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Ананас Форест Микс кубики 200г;4607036552235;Россия;Россия;Форест Микс;ШТ 1;Кг;0.200000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Ананас цилиндр микс;28019244;Тайланд;Тайланд;;Кг;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Ананас цилиндр-Яблоко;28055099;Тайланд;Тайланд;;Кг;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Ананас Чудо Фрукт суш.450г;4601692001496;Россия;Россия;Чудо Фрукт;ШТ 1;Кг;0.450000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис;28435891;Китай;Китай;;Кг;;0.000000;0.000;18.0;5;0.000;0;0;0;0
Орехи;Арахис Аллегро 200г;4607015920567;Россия;Россия;;ШТ 1;Кг;0.200000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Амро 30г;4603170003121;Россия;Россия;Амро;ШТ 1;Кг;0.030000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Амро 500г;4603170001592;Россия;Россия;Амро;ШТ 1;Кг;0.500000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Амро 50г;4603170002612;Россия;Россия;Амро;ШТ 1;Кг;0.050000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Амро 90г;4603170003824;Россия;Россия;Амро;ШТ 1;Кг;0.090000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Амро жар.подсол.200г;26061337;Россия;Россия;Амро;ШТ 1;Кг;0.200000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Ангстрем соленый 100г;4600935100026;Россия;Россия;;ШТ 1;Кг;0.100000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Ангстрем соленый 50г;4600935100156;Россия;Россия;;ШТ 1;Кг;0.050000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Аромат жар.солен.150г жесть;5902187000666;Польша;Польша;;ШТ 1;Кг;0.150000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Кедр в скорлупе жареный 400г;4607004641497;Россия;Россия;;ШТ 1;Кг;0.400000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Клинское 30г.;4605581000287;Россия;Россия;;ШТ 1;Кг;0.030000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис лущеный 500г;26029054;Китай;Китай;;ШТ 1;Кг;0.500000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Натси жарен.в скорлупе 300г;4607004641473;Россия;Россия;Натси;ШТ 1;Кг;0.300000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Натси жарен.солен.300г;4607004642685;Россия;Россия;Натси;ШТ 1;Кг;0.300000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Натси жареный соленый 500г;4607004642678;Россия;Россия;Натси;ШТ 1;Кг;0.500000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Невское Амро 30г;4603170003176;Россия;Россия;Амро;ШТ 1;Кг;0.030000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Невское к пиву 40г;4607004160165;Россия;Россия;;ШТ 1;Кг;0.400000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Орешник соленый жар.200г;4601692001335;Россия;Россия;;ШТ 1;Кг;0.200000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Ст.Разин соленый 30г;4605362005708;Россия;Россия;;ШТ 1;Кг;0.030000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Тадим обжар.100г;26066653;Турция;Турция;;ШТ 1;Кг;0.100000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Тадим обжар.200г;26066660;Турция;Турция;;ШТ 1;Кг;0.200000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Тан-Тан Хоанг ки 32г;8934661101788;Вьетнам;Вьетнам;;ШТ 1;Кг;0.320000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Тю-ша жаренный 200г;4607015927108;Россия;Россия;;ШТ 1;Кг;0.200000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Тю-ша очищ.800г;4607015927115;Россия;Россия;Тю-Ша;ШТ 1;Кг;0.800000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Феликс с медом 100г;5900571700055;Россия;Россия;;ШТ 1;Кг;0.100000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Феликс с медом 150г жесть;5900571700116;Польша;Польша;;ШТ 1;Кг;0.150000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Феликс с паприкой 150г жесть;5900571700123;Польша;Польша;;ШТ 1;Кг;0.150000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Феликс сол.150г ж/б;5900571700017;Польша;Польша;;ШТ 1;Кг;0.150000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Финнат сол.жарен 400г в/у;4601692001229;Россия;Россия;Финнат;ШТ 1;Кг;0.400000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Форест Микс жар.200г;4607036552006;Россия;Россия;Форест Микс;ШТ 1;Кг;0.200000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Франт жареный 100г;4606972300009;Россия;Россия;Франт;ШТ 1;Кг;0.100000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Франт жареный 200г;4606972300214;Россия;Россия;Франт;ШТ 1;Кг;0.200000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Х-трим 35г;4600294001224;Россия;Россия;;ШТ 1;Кг;0.350000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Харрис по-мексикански 150г жесть;5902187105903;Польша;Польша;;ШТ 1;Кг;0.150000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Харрис с медом 150г жесть;5902187104906;Польша;Польша;;ШТ 1;Кг;0.150000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Харрис с паприкой 150г жесть;5902187102902;Польша;Польша;;ШТ 1;Кг;0.150000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Чака соленый 50г;4607004160028;Россия;Россия;;ШТ 1;Кг;0.050000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Арахис Экватор жареный солен.200г;26054995;Россия;Россия;Экватор;ШТ 1;Кг;0.200000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Ассорти Ахта Калифорнийское 250г п/у;4607015929737;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Ассорти Ахта Ореховое 300г;4607015929744;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Ассорти Ахта Студенческое 300г;4607015929768;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Ассорти Гуд Фуд 200г;4606847001482;Россия;Россия;;ШТ 1;Кг;0.200000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Ассорти Золотой Сад 300г пакет;4603755000262;Россия;Россия;Золотой Сад;ШТ 1;Кг;0.300000;0.000;18.0;0;0.000;0;0;0;0
Салаты корейские;Ассорти овощное по-кор.100г Нуриев;28032182;Россия;Россия;Нуриев;Кг;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Салаты корейские;Ассорти овощное по-корейски.;28935254;Россия;Россия;;Кг;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Ассорти ореховое Президент Чойс 300г;060383676520;США;США;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Ассорти Финнат смесь орехов 350г в/у;4601692001298;Россия;Россия;Финнат;ШТ 1;Кг;0.300000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Ассорти Франт африканский 100г;4606972346212;Россия;Россия;Франт;ШТ 1;Кг;0.100000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Ассорти Франт калейдоскоп 100г;4606972345215;Россия;Россия;Платки Ола носовые ментол 10*10шт;ШТ 1;Кг;0.100000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Ассорти Франт мозаика 200г;4606972344218;Россия;Россия;Франт;ШТ 1;Кг;0.200000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Ассорти Франт ореховое 100г;4606972330006;Россия;Россия;Франт;ШТ 1;Кг;0.100000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Ассорти Франт финикийское 200г;4606972343211;Россия;Россия;Франт;ШТ 1;Кг;0.200000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Ассорти Франт фруктовое 200г;4606972385051;Россия;Россия;Франт;ШТ 1;Кг;0.200000;0.000;18.0;0;0.000;0;0;0;0
Горячая выпечка из п/ф;Багет Мини 1шт ВП;2010000057544;Россия;Россия;;ШТ 1;;0.000000;0.000;10.0;0;0.000;0;0;0;0
Горячая выпечка из п/ф;Багет плетеный с кунжутом 320г ВП;2010000029268;Пекарня Миллер;;;ШТ 1;;0.000000;0.000;10.0;0;0.000;0;0;0;0
Горячая выпечка из п/ф;Багет Фитнесс 1шт ВП;2010000057520;Россия;Россия;;ШТ 1;;0.000000;0.000;10.0;0;0.000;0;0;0;0
Салаты корейские;Баклажаны жареные в марин.по-кор.100г Нуриев;02894799;Россия;Россия;Нуриев;Кг;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Салаты корейские;Баклажаны по-корейски Грин Крест;28632559;Россия;Россия;Грин Крест;Кг;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Салаты корейские;Баклажаны-орешки в марин.по-кор.100г Нуриев;28897040;Россия;Россия;Нуриев;Кг;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Салаты корейские;Бамбук белый в марин.по-кор.100г Нуриев;28940463;Россия;Россия;Нуриев;Кг;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Банановые чипсы;02836782;Эквадор;Эквадор;;Кг;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Бананы Вьетконг суш.150г;8934761080037;Вьетнам;Вьетнам;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Бананы Вьетконг суш.200г;8934728060492;Вьетнам;Вьетнам;;ШТ 1;Кг;0.200000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Бананы Катьен Фрут суш.100г;8936032890031;Вьетнам;Вьетнам;;ШТ 1;Кг;0.100000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Бананы Катьен Фрут суш.200г;8936032890048;Вьетнам;Вьетнам;;ШТ 1;Кг;0.200000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Бананы сушеные 150г;8934728060287;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Бананы Там-Там суш.100г;8934722011018;Вьетнам;Вьетнам;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Салаты корейские;Брокколи в марин.по-кор.100г Нуриев;28940449;Россия;Россия;Нуриев;Кг;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сгущеное молоко;Варенка Алексеевская 370г ж/б;4607109470183;Россия;Россия;Алексеевский МКК;ШТ 1;Кг;0.370000;0.000;10.0;0;0.000;0;0;0;0
Салаты корейские;Вешенки в марин.по-кор.100г Нуриев;28007166;Россия;Россия;Нуриев;Кг;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Салаты традиционные;Винегрет Онега 200г;25305616;Россия;Россия;;ШТ 1;Кг;0.200000;0.000;18.0;0;0.000;0;0;0;0
Салаты традиционные;Винегрет Робин Бобин;28858041;Россия;Россия;Робин Бобин;Кг;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Салаты традиционные;Винегрет Робин Бобин 150г;25822021;Россия;Россия;Робин Бобин;ШТ 1;Кг;0.150000;0.000;18.0;0;0.000;0;0;0;0
Салаты традиционные;Винегрет с сельдью Робин Бобин;28859550;Россия;Россия;Робин Бобин;Кг;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Салаты традиционные;Винегрет с сельдью Робин Бобин 150г;25914696;Россия;Россия;Робин Бобин;ШТ 1;Кг;0.150000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Виноград кишмиш суш.200г;4607003150679;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Вишня в  шоколаде;28829805;Россия;Россия;;Кг;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Вишня в белом шоколаде;28615033;Россия;Россия;;Кг;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Горячая выпечка из п/ф;Вишня в шоколаде;28083733;Россия;Россия;;Кг;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Вишня в шоколаде Натси 200г;4607004642142;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Вишня Гуд Фуд сушеная 130г;4606847001512;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Вишня Натси в бел.шоколаде 170г;4607004648137;Россия;Россия;Натси;ШТ 1;Кг;0.170000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Вишня сушеная;28688433;Россия;Россия;;Кг;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Вишня целая б/к цукаты;28004349;Турция;Турция;;Кг;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Салаты корейские;Говядина Хе в марин.по-кор.100г Нуриев;28897200;Россия;Россия;Нуриев;Кг;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Какао;Горячий шоколад Ауген классич.500г;8714858453674;Нидерланды;Нидерланды;Ауген;ШТ 1;Кг;0.500000;0.000;18.0;0;0.000;0;0;0;0
Какао;Горячий шоколад Ауген сливочн.500г;8714858453667;Нидерланды;Нидерланды;Ауген;ШТ 1;Кг;0.500000;0.000;18.0;0;0.000;0;0;0;0
Какао;Горячий шоколад в порошке ф-ка Крупской 250г;4600694177659;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Какао;Горячий шоколад Вивальди 20г;4820025240344;Украина;Украина;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Какао;Горячий шоколад Маэстро амаретто 25г;4607005170606;Россия;Россия;;ШТ 1;Кг;0.025000;0.000;18.0;0;0.000;0;0;0;0
Какао;Горячий шоколад Маэстро класс.горький 25г;4607005170675;Россия;Россия;;ШТ 1;Кг;0.025000;0.000;18.0;0;0.000;0;0;0;0
Какао;Горячий шоколад Маэстро класс.молочный 25г;4607005170576;Россия;Россия;;ШТ 1;Кг;0.025000;0.000;18.0;0;0.000;0;0;0;0
Какао;Горячий шоколад Маэстро морож.25г;4607005170583;Россия;Россия;;ШТ 1;Кг;0.025000;0.000;18.0;0;0.000;0;0;0;0
Какао;Горячий шоколад Маэстро с орехом 25г;4607005170620;Россия;Россия;;ШТ 1;Кг;0.025000;0.000;18.0;0;0.000;0;0;0;0
Какао;Горячий шоколад Петр.Слобода 25г;4605575000217;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Какао;Горячий шоколад Петр.Слобода лесн.орех 25г;4605575000903;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Какао;Горячий шоколад Петр.Слобода молочный 25г;4605575000460;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Грецкий орех натур. вак/уп 300г;4601692000871;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Грецкий орех Финнат 300г в/у;4601692001274;Россия;Россия;Финнат;ШТ 1;Кг;0.300000;0.000;18.0;0;0.000;0;0;0;0
Салаты корейские;Грибы золотые ниточки мар.по-корейс.100г;28982470;Россия;Россия;;Кг;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Салаты корейские;Грузди по-новгородски Грин Крест;28046868;Россия;Россия;Грин Крест;Кг;Кг;1.000000;0.000;18.0;0;0.000;0;0;0;0
Салаты корейские;Грузди по-сибирски Грин Крест;28044246;Россия;Россия;Грин Крест;Кг;Кг;1.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Груша Амро 200г;4603700051257;Китай;Китай;Амро;ШТ 1;Кг;0.200000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Груша сушеная;02875318;Китай;Китай;;Кг;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Гуава натуральная;28898085;Тайланд;Тайланд;;Кг;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Драже Вишня в бел.шок. 200г Натси;4607004642159;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Драже Вишня в бел.шоколаде 100г Натси;4607004644764;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Драже Вишня в шоколаде 100г Натси;4607004644757;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Драже Вишня в шоколаде 200г Натси;4607004644023;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Грецкий орех в белом шок.90г Натси;4607004644740;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Грецкий орех в шоколаде;28815297;;;;Кг;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Грецкий орех в шоколаде 150г;4607004642029;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Грецкий орех в шоколаде 90г Натси;4607004644733;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Грин Стрит кешью в бел.шок.90г;4607004644825;Россия;Россия;;ШТ 1;Кг;0.090000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Драже Изюм в белом шоколаде 100г Натси;4607004644801;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Драже Изюм в шоколаде 100г Натси;4607004644795;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Драже Изюм в шоколаде 200г Натси;4607004644054;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Кедр. орех в бел.шок. 170г Натси;4607004643989;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Кедр. орех в бел.шок. 180г Натси;4607004640636;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Кедр. орех в шок. 170г Натси;4607004643972;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Кедр.орех в бел.шок.100г Натси;4607004644900;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Кедр.орех в шок.100г Натси;4607004644894;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Кешью в бел.шок. 150г Натс;4607004640124;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Кешью в бел.шок.160г Натси;4607004643927;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Кешью в шоколаде 150г Натси;4607004640117;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Кешью в шоколаде 160г Натси;4607004643910;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Кешью в шоколаде 90г Натси;4607004644818;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Драже Клубника в бел.шок. 170г Натси;4607004644047;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Драже Клубника в шоколаде 170г Натс;4607004642166;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Драже Клубника в шоколаде 170г Натси;4607004644030;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Драже Клубника в шоколаде 90г Натси;4607004644771;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Лесной орех в шок.200г Кедр.Бор;4607011761638;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Миндаль в бел. шоколаде 150г;4607004640100;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Миндаль в белом шоколаде 90г Натси;4607004644863;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Миндаль в шоколаде 160г Натси;4607004643934;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Миндаль в шоколаде 90г Натси;4607004644856;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Натси арахис в шок.90г;4607004644139;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Натси Бисер 110г;4607004647963;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Натси Бисер 130г;4607004644917;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Натси Бисер 200г;4607004640131;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Натси Бисер 85г;26019864;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Натси Бисер 85г домик;4607004646621;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Натси грецкий орех в шок.150г;4607004644009;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Натси Сюрприз арахис в бел.шок.90г;4607004645617;Россия;Россия;Натси;ШТ 1;Кг;0.090000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Натси Сюрприз кешью в шок.90г;4607004644832;Россия;Россия;Натси;ШТ 1;Кг;0.090000;0.000;18.0;0;0.000;0;0;0;0
Сухофрукты;Драже Натси Сюрприз клубника в бел.шок.90г;4607004644788;Россия;Россия;Натси;ШТ 1;Кг;0.090000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Натси Сюрприз сем.подсолн.в бел.шок.100г;4607004644849;Россия;Россия;Натси;ШТ 1;Кг;0.100000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Натси Сюрприз сем.подсолн.в шок.100г;2010000012611;Россия;Россия;Натси;ШТ 1;Кг;0.100000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Натси Фундук в бел.шоколаде 150г;4607004640087;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Орехи;Драже Натси Фундук в бел.шоколаде 90г;4607004644887;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Мелкоштучное мороженое;Морож Эскимо Сэндвич 2-х сл;4603424000074;Россия;Россия;;ШТ 1;;0.000000;0.000;18.0;0;0.000;0;0;0;0
Мелкоштучное мороженое;Морож Эскимо чудо кроха 80г;4607029520210;Россия;Россия;;ШТ 1;;0.000000;0.000;10.0;0;0.000;0;0;0;0
Мелкоштучное мороженое;Морож Юмо Морозко рожок 100г;4612593500216;Россия;Россия;;ШТ 1;;0.000000;0.000;10.0;0;0.000;0;0;0;0
Мелкоштучное мороженое;Морож Юмо Морозко рожок крем-брюле 100г;4612593500209;Россия;Россия;;ШТ 1;;0.000000;0.000;10.0;0;0.000;0;0;0;0
Мелкоштучное мороженое;Морож Юмо Морозко рожок орех/шок 110г;4612593500056;Россия;Россия;;ШТ 1;;0.000000;0.000;10.0;0;0.000;0;0;0;0
Мелкоштучное мороженое;Морож Юмо Морозко рожок шоколад 100г;4612593500193;Россия;Россия;;ШТ 1;;0.000000;0.000;10.0;0;0.000;0;0;0;0
Мелкоштучное мороженое;Морож Ятис 220мл конус ***;25273946;Валио;;;ШТ 1;;0.000000;0.000;10.0;0;0.000;0;0;0;0
Торты-мороженое;Морож-рулет АВ Венский вальс 450мл;26039589;Россия;Россия;Альтервест;ШТ 1;Литр 1;0.450000;0.000;10.0;0;0.000;0;0;0;0
Торты-мороженое;Морож-рулет АВ Венский вальс 520г;4605119000499;Россия;Россия;Альтервест;ШТ 1;;0.000000;0.000;10.0;0;0.000;0;0;0;0
